NCBI_ID	predicted_mobility
NZ_CP012984.1	non-mobilizable
NZ_CP022081.2	non-mobilizable
NZ_CP023519.1	non-mobilizable
NZ_CP034556.1	non-mobilizable
CP016765.1	non-mobilizable
NZ_AP022117.1	non-mobilizable
NZ_CP051223.1	non-mobilizable
NZ_CP056203.1	non-mobilizable
NZ_LT883140.1	non-mobilizable
CP060477.1	non-mobilizable
NZ_CP020883.1	non-mobilizable
NZ_CP020886.1	non-mobilizable
NZ_CP020890.1	non-mobilizable
NZ_CP021016.2	non-mobilizable
NC_023141.1	conjugative
NZ_CP010640.1	conjugative
NZ_CP010730.1	conjugative
NZ_CP010771.1	conjugative
NZ_CP010787.1	conjugative
NZ_CP019582.1	mobilizable
NZ_CP035308.1	mobilizable
NZ_CP045591.1	mobilizable
NZ_CP094501.1	mobilizable
NZ_CP103858.1	mobilizable
NZ_CP072189.1	non-mobilizable
NZ_CP072191.1	non-mobilizable
NZ_CP081926.1	non-mobilizable
NZ_CP081935.1	non-mobilizable
NZ_CP081936.1	non-mobilizable
NZ_OU659115.1	non-mobilizable
NZ_OU659122.1	non-mobilizable
NZ_OU659127.1	non-mobilizable
NZ_OU659133.1	non-mobilizable
NZ_OU659164.1	non-mobilizable
NZ_CP088939.1	non-mobilizable
NZ_CP088940.1	non-mobilizable
NZ_CP088944.1	non-mobilizable
NZ_CP088947.1	non-mobilizable
NZ_CP088948.1	non-mobilizable
CP103998.1	non-mobilizable
NC_014621.1	conjugative
NC_017386.1	conjugative
NZ_CP012909.1	conjugative
NZ_CP016593.1	conjugative
NZ_CP025810.1	non-mobilizable
NZ_CP049345.1	non-mobilizable
NZ_CP072614.1	non-mobilizable
NZ_CP081117.1	non-mobilizable
NZ_CP084962.1	non-mobilizable
NZ_CP015275.1	non-mobilizable
NZ_CP019222.1	non-mobilizable
NZ_CP045966.1	non-mobilizable
NZ_CP084595.1	non-mobilizable
NZ_LT703510.1	mobilizable
NZ_CP043848.1	non-mobilizable
NZ_CP090986.1	non-mobilizable
NZ_CP090994.1	non-mobilizable
NZ_CP091007.1	non-mobilizable
NZ_CP106835.1	non-mobilizable
CP099368.1	non-mobilizable
CP099371.1	non-mobilizable
CP114569.1	non-mobilizable
CP115618.1	non-mobilizable
NZ_CP047774.1	non-mobilizable
NC_014629.1	conjugative
NZ_CP063118.1	conjugative
NZ_CP063126.1	conjugative
NZ_CP072382.1	conjugative
NZ_CP072383.1	conjugative
NZ_CP040266.1	non-mobilizable
NZ_CP045281.1	non-mobilizable
NZ_CP045715.1	non-mobilizable
NZ_CP054365.1	non-mobilizable
NZ_LR890201.1	non-mobilizable
NZ_CP054226.1	mobilizable
NZ_CP060736.1	mobilizable
NZ_CP091680.1	mobilizable
NZ_CP104979.1	mobilizable
NZ_LR882975.1	mobilizable
NZ_CP014478.1	non-mobilizable
NZ_CP045561.1	non-mobilizable
NZ_CP059301.1	non-mobilizable
NZ_CP089047.1	non-mobilizable
NZ_CP101117.1	non-mobilizable
NZ_CP007063.1	mobilizable
NZ_CP013123.1	mobilizable
NZ_CP013337.1	mobilizable
NZ_CP031220.1	non-mobilizable
NZ_CP053470.1	mobilizable
NC_021528.1	mobilizable
NZ_CP020094.1	mobilizable
NZ_CP023495.1	mobilizable
NZ_CP026510.1	mobilizable
NZ_CP046666.1	mobilizable
CP019749.1	mobilizable
NC_020825.1	mobilizable
NC_020827.1	mobilizable
NZ_CP019741.1	mobilizable
NZ_CP035421.1	non-mobilizable
NZ_CP038238.1	mobilizable
NZ_CP081043.1	non-mobilizable
NZ_CP083552.1	non-mobilizable
CP029251.1	non-mobilizable
NC_014728.1	non-mobilizable
NZ_CP046132.1	non-mobilizable
NZ_CP065514.1	non-mobilizable
CP063787.1	mobilizable
NC_007411.1	non-mobilizable
NZ_CP047245.1	non-mobilizable
NZ_CP064881.1	mobilizable
NZ_CP009406.2	mobilizable
NZ_CP036222.2	mobilizable
NZ_CP084591.1	mobilizable
NZ_CP092426.2	mobilizable
NZ_CP014147.1	non-mobilizable
NZ_CP014173.1	non-mobilizable
NZ_CP014218.1	non-mobilizable
NZ_CP031100.1	non-mobilizable
NZ_CP059726.1	non-mobilizable
NZ_CP104884.1	non-mobilizable
NZ_CP104886.1	non-mobilizable
NZ_CP104894.1	non-mobilizable
NZ_CP073183.1	non-mobilizable
NZ_CP073190.1	non-mobilizable
NZ_CP073207.1	non-mobilizable
NZ_CP073225.1	non-mobilizable
NZ_CP070244.1	non-mobilizable
NZ_CP070248.1	non-mobilizable
NZ_CP070256.1	non-mobilizable
NZ_CP070258.1	non-mobilizable
NC_006154.1	conjugative
NZ_CP009710.1	conjugative
NZ_CP032488.1	non-mobilizable
NZ_CP054046.1	conjugative
NZ_CP065043.1	conjugative
NZ_CP070626.1	conjugative
NZ_CP090500.1	conjugative
NZ_CP090503.1	conjugative
CP062263.1	non-mobilizable
CP062264.1	non-mobilizable
NZ_CP007808.1	non-mobilizable
NZ_CP033463.1	non-mobilizable
NZ_CP008709.1	non-mobilizable
NZ_CP033121.1	non-mobilizable
NZ_CP035943.1	non-mobilizable
NZ_CP070363.1	non-mobilizable
NZ_CP069000.1	non-mobilizable
NZ_CP069007.1	non-mobilizable
NZ_CP081112.1	non-mobilizable
NZ_CP081115.1	non-mobilizable
NZ_CP069002.1	non-mobilizable
NZ_CP069006.1	non-mobilizable
NZ_CP081111.1	non-mobilizable
NZ_CP081114.1	non-mobilizable
NZ_CP025002.1	non-mobilizable
NZ_CP074689.1	non-mobilizable
NZ_CP097780.1	non-mobilizable
NZ_CP097783.1	non-mobilizable
NZ_CP038011.1	mobilizable
NZ_CP039151.1	mobilizable
NZ_CP041226.1	mobilizable
NZ_CP044488.1	mobilizable
NZ_CP029990.1	conjugative
NZ_CP030204.1	conjugative
NZ_CP030218.1	conjugative
NZ_CP030289.1	conjugative
NZ_CP014675.1	mobilizable
NZ_CP014676.1	mobilizable
NZ_CP014682.1	mobilizable
NZ_CP014685.1	non-mobilizable
CP027495.1	non-mobilizable
NZ_CP022092.1	non-mobilizable
NZ_CP035295.1	non-mobilizable
NZ_CP054436.1	non-mobilizable
CP020455.1	non-mobilizable
NZ_CP009620.1	mobilizable
NZ_CP048695.1	non-mobilizable
NZ_CP120721.1	mobilizable
CP113104.1	non-mobilizable
NZ_CP009803.1	non-mobilizable
NZ_CP026489.1	mobilizable
NZ_CP029339.1	mobilizable
NZ_CP023039.1	mobilizable
NZ_CP036406.1	mobilizable
NZ_CP036408.1	mobilizable
NZ_CP036409.1	non-mobilizable
NZ_AP012556.1	mobilizable
NZ_CP023152.1	mobilizable
NZ_CP059000.1	mobilizable
NZ_CP076859.1	mobilizable
AP023016.1	conjugative
NZ_AP022938.1	conjugative
NZ_AP022942.1	non-mobilizable
NZ_CP069403.1	non-mobilizable
NZ_CP025942.1	non-mobilizable
NZ_CP032854.1	non-mobilizable
NZ_CP035190.1	non-mobilizable
NZ_CP086062.1	non-mobilizable
NC_015377.1	conjugative
NZ_CP033429.1	conjugative
NZ_CP068051.1	conjugative
NZ_CP104217.1	conjugative
NZ_CP026690.1	non-mobilizable
NZ_CP040279.1	non-mobilizable
NZ_CP040290.1	non-mobilizable
NZ_CP046707.1	non-mobilizable
NC_016588.1	non-mobilizable
NZ_CP029835.1	non-mobilizable
NZ_CP039640.1	non-mobilizable
NZ_CP054615.1	non-mobilizable
AP017384.1	mobilizable
NZ_CP024181.1	non-mobilizable
NZ_CP024448.1	non-mobilizable
NZ_CP068111.1	mobilizable
CP024783.1	mobilizable
NZ_CP021701.1	mobilizable
NZ_CP021706.1	mobilizable
NZ_CP062070.1	mobilizable
NZ_CP032276.1	mobilizable
NZ_CP048675.1	non-mobilizable
NZ_CP090069.1	non-mobilizable
NZ_CP094550.1	non-mobilizable
NZ_CP022483.1	mobilizable
NZ_CP022767.1	mobilizable
NZ_CP076121.1	mobilizable
NZ_CP087279.1	mobilizable
NC_018684.1	non-mobilizable
NZ_CP010108.1	non-mobilizable
NZ_CP020004.1	non-mobilizable
NZ_CP072697.1	non-mobilizable
NC_007971.2	conjugative
NZ_CP026545.1	non-mobilizable
NZ_CP046332.1	conjugative
NZ_CP062807.1	mobilizable
CP117868.1	non-mobilizable
NZ_CP066061.1	non-mobilizable
NZ_CP087163.1	non-mobilizable
NZ_CP090427.1	non-mobilizable
CP024782.1	non-mobilizable
NC_013505.1	non-mobilizable
NZ_CP016630.1	non-mobilizable
NZ_CP072984.1	non-mobilizable
NZ_CP094701.1	non-mobilizable
NZ_CP095097.1	non-mobilizable
NZ_CP095101.1	non-mobilizable
NZ_CP095103.1	non-mobilizable
NC_019397.1	conjugative
NZ_CP014690.1	conjugative
NZ_CP043045.1	conjugative
NZ_CP068421.1	non-mobilizable
NZ_AP018727.1	non-mobilizable
NZ_AP018728.1	non-mobilizable
NZ_AP018729.1	non-mobilizable
NZ_AP018730.1	non-mobilizable
NZ_CP015216.1	non-mobilizable
NZ_CP031752.1	non-mobilizable
NZ_CP089967.1	non-mobilizable
NZ_CP090023.1	non-mobilizable
CP070277.1	mobilizable
NZ_CP020332.1	conjugative
NZ_CP035507.1	conjugative
NZ_CP066787.1	mobilizable
NZ_CP010723.1	mobilizable
NZ_CP017783.1	mobilizable
NZ_CP017784.1	non-mobilizable
NZ_CP028920.1	non-mobilizable
NZ_CP012189.1	mobilizable
NZ_CP017266.1	mobilizable
NZ_CP044366.1	mobilizable
NZ_CP101539.1	mobilizable
CP063415.1	non-mobilizable
NC_015665.1	non-mobilizable
NZ_AP025622.1	non-mobilizable
NZ_CP016917.1	non-mobilizable
NZ_CP018325.1	mobilizable
NZ_CP018330.1	mobilizable
NZ_CP028278.1	mobilizable
NZ_CP071894.1	mobilizable
NZ_CP065835.1	non-mobilizable
NZ_CP083787.1	non-mobilizable
NZ_LR890646.1	non-mobilizable
NZ_LR890668.1	non-mobilizable
CP026189.1	conjugative
CP026195.1	non-mobilizable
NZ_AP018757.1	conjugative
NZ_AP025335.1	conjugative
CP070854.1	non-mobilizable
CP111118.1	non-mobilizable
NZ_CP028244.1	non-mobilizable
NZ_CP054261.1	non-mobilizable
CP056498.1	conjugative
NZ_AP022146.1	conjugative
NZ_CP034132.1	conjugative
NZ_CP034140.1	conjugative
NZ_CP055329.1	non-mobilizable
NZ_CP056228.1	non-mobilizable
NZ_CP062145.1	non-mobilizable
NZ_CP074194.1	non-mobilizable
CP118075.1	non-mobilizable
NZ_CP076490.1	non-mobilizable
NZ_CP076495.1	non-mobilizable
NZ_CP076500.1	non-mobilizable
NZ_CP023707.1	non-mobilizable
NZ_CP065625.1	non-mobilizable
NZ_CP084508.1	non-mobilizable
NZ_CP090963.1	non-mobilizable
CP119336.1	non-mobilizable
NZ_CP013487.1	mobilizable
NZ_CP019295.1	non-mobilizable
NZ_CP114196.1	non-mobilizable
NZ_CP104931.1	non-mobilizable
NZ_CP104933.1	non-mobilizable
NZ_CP104936.1	non-mobilizable
NZ_CP106880.1	non-mobilizable
NZ_CP120690.1	conjugative
NZ_CP120746.1	conjugative
NZ_CP120748.1	conjugative
NZ_CP120757.1	conjugative
NZ_CP021153.1	non-mobilizable
NZ_CP035460.1	non-mobilizable
NZ_CP035462.1	non-mobilizable
NZ_CP063048.1	non-mobilizable
CP111112.1	non-mobilizable
NZ_CP090576.1	non-mobilizable
NZ_CP121479.1	non-mobilizable
NZ_CP121481.1	non-mobilizable
LR214964.1	non-mobilizable
LR214969.1	non-mobilizable
LR215005.1	non-mobilizable
LR215007.1	non-mobilizable
NC_014544.1	conjugative
NZ_CP025493.2	conjugative
NZ_CP045304.1	conjugative
NZ_CP045307.1	conjugative
CP117564.1	conjugative
NZ_CP091017.1	non-mobilizable
NZ_CP091019.1	non-mobilizable
NZ_CP091021.1	non-mobilizable
NZ_CP036074.1	non-mobilizable
NZ_CP036083.1	non-mobilizable
NZ_CP036125.1	non-mobilizable
NZ_CP036128.1	non-mobilizable
NZ_CP045152.1	non-mobilizable
NZ_CP045261.1	non-mobilizable
NZ_CP045639.1	non-mobilizable
NZ_CP089945.1	non-mobilizable
NZ_CP083948.1	mobilizable
NZ_CP089040.1	non-mobilizable
NZ_CP089048.1	non-mobilizable
NZ_CP093969.1	non-mobilizable
NC_011994.1	conjugative
NZ_CP039901.1	conjugative
NZ_CP048501.1	conjugative
NZ_CP048507.1	conjugative
NZ_CP020440.2	non-mobilizable
NZ_CP024424.1	non-mobilizable
NZ_CP031080.1	non-mobilizable
NZ_CP044082.1	non-mobilizable
NZ_CP014879.1	non-mobilizable
NZ_CP014905.1	non-mobilizable
NZ_CP022711.1	non-mobilizable
NZ_CP031203.1	non-mobilizable
CP037443.1	non-mobilizable
CP056499.1	non-mobilizable
LR890700.1	non-mobilizable
NZ_LR890729.1	non-mobilizable
NZ_AP023339.1	conjugative
NZ_CP026273.1	conjugative
NZ_CP060422.1	conjugative
NZ_CP069048.1	conjugative
NZ_CP009916.1	non-mobilizable
NZ_CP035099.1	non-mobilizable
NZ_CP069294.1	non-mobilizable
NZ_CP069618.1	non-mobilizable
NC_009673.1	mobilizable
NZ_CP066178.1	non-mobilizable
NZ_CP066181.1	non-mobilizable
NZ_CP066193.1	mobilizable
NZ_CP065184.1	non-mobilizable
NZ_CP065264.1	non-mobilizable
NZ_CP065271.1	non-mobilizable
NZ_CP065282.1	non-mobilizable
NC_017508.1	conjugative
NC_017858.1	conjugative
NC_021918.1	conjugative
NZ_CP044223.1	conjugative
NZ_CP039223.1	non-mobilizable
NZ_CP039229.1	non-mobilizable
NZ_CP039236.1	non-mobilizable
NZ_CP039242.1	non-mobilizable
AP025230.1	non-mobilizable
NZ_CP075931.1	non-mobilizable
NZ_CP075943.1	non-mobilizable
NZ_CP076003.1	non-mobilizable
CP048046.1	conjugative
NZ_CP012575.1	mobilizable
NZ_CP048048.1	mobilizable
NZ_CP048050.1	mobilizable
NZ_CP051743.1	non-mobilizable
NZ_CP060878.1	non-mobilizable
NZ_CP063704.1	non-mobilizable
NZ_CP080084.1	mobilizable
CP103999.1	non-mobilizable
NC_014626.1	non-mobilizable
NC_017385.1	non-mobilizable
NZ_CP012910.1	non-mobilizable
LR990733.1	mobilizable
NZ_LR990738.1	mobilizable
NZ_LR990740.1	mobilizable
NZ_LR990743.1	mobilizable
CP073297.1	non-mobilizable
NZ_CP085417.1	non-mobilizable
NZ_CP085428.1	non-mobilizable
NZ_CP085434.1	non-mobilizable
CP047998.1	non-mobilizable
NZ_CP068626.1	non-mobilizable
NZ_CP068650.1	non-mobilizable
NZ_CP068651.1	non-mobilizable
NC_002489.3	non-mobilizable
NC_004554.1	non-mobilizable
NZ_CP090318.1	non-mobilizable
NZ_CP090517.1	non-mobilizable
CP103209.1	non-mobilizable
NZ_CP045615.1	non-mobilizable
NZ_CP072232.1	non-mobilizable
NZ_CP103243.1	non-mobilizable
NZ_CP027769.1	non-mobilizable
NZ_CP027784.1	non-mobilizable
NZ_CP027785.1	non-mobilizable
NZ_CP027787.1	non-mobilizable
CP002642.1	conjugative
NC_017020.1	conjugative
NC_017041.1	mobilizable
NZ_CP015013.1	conjugative
CP096523.1	non-mobilizable
CP096531.1	non-mobilizable
CP096536.1	non-mobilizable
NZ_CP065195.1	non-mobilizable
NZ_CP102299.1	non-mobilizable
NZ_CP102314.1	non-mobilizable
NZ_CP102418.1	non-mobilizable
NZ_CP102422.1	non-mobilizable
NC_021277.1	mobilizable
NZ_CP013122.1	mobilizable
NZ_CP013333.1	mobilizable
NZ_CP060113.1	mobilizable
NZ_CP025552.1	mobilizable
NZ_CP043496.1	mobilizable
NZ_CP048262.1	mobilizable
NZ_CP094299.1	mobilizable
NC_007595.1	non-mobilizable
NZ_CP006472.1	non-mobilizable
NZ_CP033062.1	non-mobilizable
NZ_CP085786.1	non-mobilizable
NZ_AP024953.1	mobilizable
NZ_CP047964.1	mobilizable
NZ_CP067419.1	non-mobilizable
NZ_CP091181.1	non-mobilizable
NZ_CP045609.2	non-mobilizable
NZ_CP085503.1	non-mobilizable
NZ_CP085509.1	non-mobilizable
NZ_CP085513.1	non-mobilizable
NZ_CP060200.1	non-mobilizable
NZ_CP062114.1	non-mobilizable
NZ_CP067423.1	non-mobilizable
NZ_CP114192.1	non-mobilizable
NC_017643.1	conjugative
NZ_CP056160.1	conjugative
NZ_CP093240.1	conjugative
NZ_CP121361.1	conjugative
NZ_CP047718.1	non-mobilizable
NZ_CP066105.1	non-mobilizable
NZ_CP066112.1	non-mobilizable
OW969629.1	non-mobilizable
NZ_AP019776.1	non-mobilizable
NZ_AP023038.1	non-mobilizable
NZ_AP023041.1	non-mobilizable
NZ_AP023048.1	non-mobilizable
NC_022875.1	conjugative
NZ_CP015352.1	conjugative
NZ_CP015353.1	conjugative
NZ_CP024657.1	conjugative
NC_010381.1	non-mobilizable
NZ_CP014644.1	non-mobilizable
NZ_CP014857.1	non-mobilizable
NZ_CP104729.1	non-mobilizable
CP056463.1	non-mobilizable
NZ_AP019820.1	non-mobilizable
NZ_AP025826.1	non-mobilizable
NZ_AP025844.1	non-mobilizable
NZ_CP029393.2	mobilizable
NZ_CP032141.1	mobilizable
NZ_CP048678.1	mobilizable
NZ_CP090072.1	mobilizable
CP047988.1	non-mobilizable
NZ_CP034292.1	non-mobilizable
NZ_CP097871.1	non-mobilizable
NZ_CP114198.1	non-mobilizable
CP102916.1	non-mobilizable
CP102920.1	non-mobilizable
NC_012657.1	non-mobilizable
NZ_CP031096.1	non-mobilizable
CP001882.1	non-mobilizable
NC_022913.1	non-mobilizable
NZ_CP003710.1	non-mobilizable
NZ_CP003716.1	non-mobilizable
NZ_CP009594.1	non-mobilizable
NZ_CP009603.1	non-mobilizable
NZ_CP053990.1	non-mobilizable
NZ_CP053996.1	non-mobilizable
CP113369.1	non-mobilizable
CP113379.1	non-mobilizable
CP113389.1	non-mobilizable
NZ_CP091113.1	non-mobilizable
NZ_AP014659.1	conjugative
NZ_CP066354.1	conjugative
NZ_CP086138.1	conjugative
NZ_CP088277.1	non-mobilizable
NC_010474.1	non-mobilizable
NZ_CP014003.1	non-mobilizable
NZ_CP016482.1	mobilizable
NZ_CP016489.1	non-mobilizable
NZ_CP012607.1	non-mobilizable
NZ_CP016025.1	non-mobilizable
NZ_CP066773.1	non-mobilizable
NZ_CP093537.1	non-mobilizable
NZ_AP022040.1	non-mobilizable
NZ_AP022292.1	non-mobilizable
NZ_AP026372.1	non-mobilizable
NZ_CP075565.1	non-mobilizable
NZ_CP009629.1	mobilizable
NZ_CP020393.1	mobilizable
NZ_CP083657.1	mobilizable
NZ_CP102461.1	mobilizable
NZ_CP050180.1	non-mobilizable
NZ_CP075342.1	non-mobilizable
NZ_CP086071.1	non-mobilizable
NZ_CP096038.1	non-mobilizable
NZ_CP019657.1	mobilizable
NZ_CP019660.1	mobilizable
NZ_CP019795.1	mobilizable
NZ_CP020328.1	mobilizable
CP056027.1	non-mobilizable
NZ_CP015390.1	non-mobilizable
NZ_CP020905.1	non-mobilizable
NZ_CP032210.1	non-mobilizable
NZ_AP019727.1	mobilizable
NZ_AP025236.1	mobilizable
NZ_AP025241.1	mobilizable
NZ_CP103117.1	mobilizable
CP116248.1	non-mobilizable
NC_005863.1	non-mobilizable
NC_008741.1	non-mobilizable
NC_017311.1	non-mobilizable
CP031139.1	non-mobilizable
NZ_CP032306.1	non-mobilizable
NZ_CP041954.1	non-mobilizable
NZ_CP090937.1	non-mobilizable
NC_017639.1	conjugative
NZ_CP054994.1	conjugative
NZ_CP080227.1	conjugative
NZ_CP121359.1	conjugative
NC_006363.1	mobilizable
NZ_CP031420.1	mobilizable
NZ_CP086602.1	mobilizable
NZ_LN868942.1	mobilizable
NZ_CP039342.1	non-mobilizable
NZ_CP039344.1	non-mobilizable
NZ_CP039932.1	non-mobilizable
NZ_CP072306.1	non-mobilizable
NC_010008.2	non-mobilizable
NZ_CP069411.1	non-mobilizable
NZ_CP069616.1	non-mobilizable
NZ_CP071484.1	non-mobilizable
NZ_CP071507.1	non-mobilizable
NZ_CP071511.1	non-mobilizable
NZ_CP071515.1	non-mobilizable
NZ_CP093543.1	non-mobilizable
NZ_CP073666.1	non-mobilizable
NZ_CP082810.1	non-mobilizable
NZ_CP102466.1	non-mobilizable
NZ_CP120951.1	non-mobilizable
CP001885.1	non-mobilizable
NC_022903.1	non-mobilizable
NZ_CP003711.1	non-mobilizable
NZ_CP003717.1	non-mobilizable
NZ_CP009319.1	mobilizable
NZ_CP022008.1	mobilizable
NZ_CP022009.1	mobilizable
NZ_CP022211.1	mobilizable
CP033533.1	conjugative
NZ_CP053216.1	conjugative
NZ_CP072553.1	conjugative
NZ_CP089054.1	conjugative
NZ_CP061086.1	mobilizable
NZ_CP063514.1	mobilizable
NZ_CP067051.1	mobilizable
NZ_CP067259.1	mobilizable
NZ_CP020404.1	non-mobilizable
NZ_CP097611.1	non-mobilizable
NZ_CP097613.1	non-mobilizable
NZ_CP097619.1	non-mobilizable
NZ_CP004398.1	mobilizable
NZ_CP031602.1	mobilizable
NZ_CP045397.1	mobilizable
NZ_CP085165.1	mobilizable
NZ_CP020441.2	non-mobilizable
NZ_CP024423.1	non-mobilizable
NZ_CP031082.1	mobilizable
NZ_CP044080.1	non-mobilizable
NZ_CP049347.1	non-mobilizable
NZ_CP072617.1	non-mobilizable
NZ_CP081119.1	non-mobilizable
NZ_CP084964.1	non-mobilizable
NC_012040.1	conjugative
NZ_CP007767.1	conjugative
NZ_CP044261.1	conjugative
NZ_CP063080.1	conjugative
CP016798.1	non-mobilizable
NZ_CP019739.1	non-mobilizable
NZ_CP050543.1	non-mobilizable
NZ_CP076340.1	non-mobilizable
NZ_CP014350.1	non-mobilizable
NZ_CP073142.1	non-mobilizable
NZ_CP073153.1	non-mobilizable
NZ_CP084624.1	non-mobilizable
NZ_CP029651.1	mobilizable
NZ_CP047834.1	mobilizable
NZ_CP060492.1	mobilizable
NZ_CP104561.1	mobilizable
LT603682.1	non-mobilizable
NZ_CP097062.1	non-mobilizable
NZ_LR134111.1	non-mobilizable
NZ_LR135248.1	non-mobilizable
CP030800.1	non-mobilizable
NZ_CP034302.1	non-mobilizable
NZ_CP060089.1	non-mobilizable
NZ_CP068643.1	non-mobilizable
NZ_AP024330.1	non-mobilizable
NZ_AP024332.1	non-mobilizable
NZ_AP024334.1	non-mobilizable
NZ_CP085628.1	non-mobilizable
NC_016900.1	mobilizable
NZ_CP004361.1	mobilizable
NZ_CP042811.1	mobilizable
NZ_CP068425.1	mobilizable
NZ_CP010154.1	mobilizable
NZ_CP059289.1	mobilizable
NZ_CP074049.1	mobilizable
NZ_CP091840.1	non-mobilizable
NZ_CP015339.1	mobilizable
NZ_CP031186.1	mobilizable
NZ_CP031211.1	mobilizable
NZ_CP050548.1	non-mobilizable
NZ_CP018261.1	mobilizable
NZ_CP026423.1	non-mobilizable
NZ_CP055285.1	non-mobilizable
NZ_CP015969.1	non-mobilizable
NZ_CP023006.1	non-mobilizable
NZ_CP076831.1	mobilizable
NZ_CP045100.1	non-mobilizable
NZ_CP045104.1	non-mobilizable
NZ_CP079795.1	non-mobilizable
CP021475.1	mobilizable
NZ_CP085180.1	mobilizable
NZ_CP085474.1	mobilizable
NZ_CP028588.1	mobilizable
NZ_CP032878.1	mobilizable
NZ_CP033776.1	mobilizable
NC_017415.1	non-mobilizable
NZ_CP017214.1	non-mobilizable
NZ_CP094571.1	non-mobilizable
NC_009671.1	non-mobilizable
NZ_CP008818.1	non-mobilizable
NZ_CP066052.1	non-mobilizable
NZ_CP016311.1	non-mobilizable
NZ_CP034674.1	non-mobilizable
NZ_CP104556.1	non-mobilizable
CP115891.1	mobilizable
NC_021226.2	mobilizable
NZ_CP031178.1	mobilizable
NZ_AP022262.1	mobilizable
NZ_CP035861.1	mobilizable
NZ_CP098224.1	non-mobilizable
NZ_CP015942.1	conjugative
NZ_CP015957.1	conjugative
NZ_CP082854.1	conjugative
NZ_CP017935.1	non-mobilizable
NZ_CP021741.1	non-mobilizable
NZ_CP114377.1	non-mobilizable
NZ_CP040319.1	non-mobilizable
NZ_CP068594.1	conjugative
NZ_CP119179.1	mobilizable
CP071152.1	mobilizable
NZ_CP028567.2	mobilizable
NZ_CP068231.1	conjugative
NZ_CP009441.1	non-mobilizable
NZ_CP043551.1	non-mobilizable
NZ_CP043553.1	non-mobilizable
NC_008498.1	conjugative
NZ_CP017960.1	conjugative
NZ_CP092504.1	conjugative
NZ_CP074141.1	conjugative
NZ_CP074144.1	conjugative
NZ_CP074148.1	conjugative
NZ_CP020521.1	non-mobilizable
NZ_CP035869.1	non-mobilizable
NZ_CP043822.1	non-mobilizable
CP118674.1	mobilizable
NZ_CP014684.1	mobilizable
NZ_CP019879.1	mobilizable
NZ_CP031999.1	mobilizable
NZ_CP046298.1	mobilizable
NZ_CP068189.1	mobilizable
NZ_CP083722.1	non-mobilizable
NZ_CP088025.1	non-mobilizable
NZ_CP088283.1	conjugative
NC_021886.1	non-mobilizable
NZ_CP012592.1	non-mobilizable
NZ_CP041282.1	non-mobilizable
NZ_CP026424.1	non-mobilizable
NZ_CP032105.2	non-mobilizable
NZ_CP084308.1	non-mobilizable
NZ_CP021461.1	mobilizable
NZ_CP035169.1	mobilizable
NZ_CP047122.1	mobilizable
NZ_CP118104.1	non-mobilizable
NZ_CP118107.1	non-mobilizable
NZ_CP118111.1	non-mobilizable
NZ_CP045363.1	mobilizable
NZ_CP045391.1	mobilizable
NZ_CP045407.1	mobilizable
NC_006672.1	conjugative
NZ_CP043044.1	conjugative
NZ_LT900339.1	conjugative
NC_009426.1	conjugative
NZ_CP033228.1	conjugative
NZ_CP063449.1	conjugative
NZ_AP023276.1	non-mobilizable
NZ_CP055274.1	non-mobilizable
NZ_CP081839.1	non-mobilizable
NZ_CP022727.1	non-mobilizable
NZ_CP082142.1	non-mobilizable
NZ_CP101614.1	non-mobilizable
NC_004555.1	non-mobilizable
NZ_CP009639.1	non-mobilizable
NZ_CP053963.1	non-mobilizable
CP061567.1	non-mobilizable
NZ_CP031989.1	mobilizable
NZ_CP032004.1	mobilizable
NC_011878.1	non-mobilizable
NZ_LN890286.1	non-mobilizable
NZ_LT635894.1	non-mobilizable
NZ_CP011667.1	non-mobilizable
NZ_CP033583.1	non-mobilizable
NZ_CP115938.1	non-mobilizable
NZ_CP080228.1	mobilizable
NZ_CP080234.1	non-mobilizable
NZ_CP080237.1	non-mobilizable
NZ_CP044212.1	conjugative
NZ_CP064066.1	conjugative
NZ_CP106983.1	non-mobilizable
NC_022739.1	conjugative
NZ_CP044547.1	conjugative
NZ_CP095924.1	conjugative
NZ_CP063060.1	mobilizable
NZ_CP101748.1	mobilizable
NZ_CP104281.1	mobilizable
NZ_CP019297.1	non-mobilizable
NZ_CP020081.1	non-mobilizable
NZ_CP117041.1	non-mobilizable
AP023018.1	non-mobilizable
NZ_AP022923.1	non-mobilizable
NZ_AP022949.1	non-mobilizable
CP009882.1	non-mobilizable
CP060164.1	non-mobilizable
NZ_CP045723.1	non-mobilizable
NZ_CP010724.1	non-mobilizable
NZ_CP081072.1	non-mobilizable
NZ_CP115782.1	non-mobilizable
NZ_CP016702.1	conjugative
NZ_CP064837.1	conjugative
NZ_CP087603.1	conjugative
NZ_CP035424.1	non-mobilizable
NZ_CP038236.1	non-mobilizable
NZ_CP081042.1	non-mobilizable
NZ_CP029399.1	non-mobilizable
NZ_CP102146.1	non-mobilizable
NZ_CP102150.1	non-mobilizable
NZ_CP044124.1	conjugative
NZ_CP073112.1	conjugative
NZ_CP073113.1	conjugative
NC_020288.1	non-mobilizable
NZ_CP028098.1	non-mobilizable
NZ_CP073021.1	non-mobilizable
NZ_CP021875.1	non-mobilizable
NZ_CP021876.1	mobilizable
NZ_CP021877.1	non-mobilizable
